epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,10150.3,1.49716,1.17811,1.01718,0.36366,0.26206,0.24724,0.14026,1.43912,1.12446,0.99564,0.000501942,0.000501942,0.000501942
17,10695,1.48246,1.15349,1.01349,0.37951,0.26677,0.2552,0.14589,1.4306,1.10755,0.98815,0.000487805,0.000487805,0.000487805
18,11239.8,1.46615,1.14475,1.00978,0.35492,0.28034,0.25889,0.14898,1.41714,1.08609,0.98437,0.000473668,0.000473668,0.000473668
19,11785.1,1.46205,1.13349,1.008,0.37578,0.27412,0.25738,0.1481,1.41169,1.09645,0.9848,0.00045953,0.00045953,0.00045953
20,12343.9,1.43924,1.11483,0.99904,0.37449,0.28368,0.26759,0.15559,1.3969,1.07166,0.97875,0.000445393,0.000445393,0.000445393
21,12889.6,1.44357,1.11049,0.99933,0.39049,0.26759,0.26426,0.15365,1.38466,1.08728,0.97587,0.000431256,0.000431256,0.000431256
22,13434.4,1.43758,1.10719,0.99576,0.38745,0.28148,0.27099,0.15672,1.41539,1.07911,0.97794,0.000417119,0.000417119,0.000417119
23,14823.7,1.45169,1.11563,0.99433,0.39496,0.28892,0.27749,0.16048,1.40929,1.0669,0.97363,0.000402982,0.000402982,0.000402982
24,15368.3,1.45462,1.10944,0.98839,0.42166,0.27601,0.27825,0.16278,1.40282,1.05901,0.96883,0.000388844,0.000388844,0.000388844
25,15913.8,1.45184,1.09887,0.98573,0.41132,0.29102,0.28285,0.16414,1.39893,1.07086,0.96678,0.000374707,0.000374707,0.000374707
26,16459.1,1.44132,1.09777,0.98489,0.4071,0.29319,0.28738,0.16848,1.38787,1.05971,0.96318,0.00036057,0.00036057,0.00036057
27,17004.1,1.4345,1.09591,0.97694,0.40524,0.29245,0.2897,0.17018,1.3946,1.04924,0.9615,0.000346433,0.000346433,0.000346433
28,17549.4,1.42542,1.0817,0.97771,0.39815,0.30235,0.29188,0.17026,1.3953,1.04659,0.96116,0.000332296,0.000332296,0.000332296
29,18094.1,1.42882,1.08068,0.97473,0.3967,0.30264,0.29664,0.17448,1.37713,1.03122,0.95559,0.000318158,0.000318158,0.000318158
30,18639.3,1.41307,1.06573,0.96801,0.41392,0.30591,0.29945,0.17684,1.36423,1.02263,0.95327,0.000304021,0.000304021,0.000304021
31,19442.9,1.39872,1.05943,0.96762,0.41173,0.31205,0.30442,0.17891,1.36898,1.01935,0.95232,0.000289884,0.000289884,0.000289884
32,20013.2,1.40458,1.05431,0.96615,0.40387,0.30983,0.30357,0.18016,1.35753,1.01184,0.95109,0.000275747,0.000275747,0.000275747
33,20560.4,1.39399,1.04423,0.96384,0.4089,0.31131,0.3036,0.1789,1.36184,1.01055,0.95119,0.00026161,0.00026161,0.00026161
34,21435.7,1.38672,1.03621,0.96482,0.41977,0.31297,0.30686,0.18062,1.35233,0.99958,0.94865,0.000247472,0.000247472,0.000247472
35,21981.4,1.38771,1.03406,0.96123,0.43123,0.31253,0.31001,0.18238,1.35136,0.99873,0.94767,0.000233335,0.000233335,0.000233335
36,22526.8,1.37396,1.02184,0.95832,0.43273,0.31874,0.31428,0.18606,1.3356,0.98751,0.94356,0.000219198,0.000219198,0.000219198
37,23071.5,1.37031,1.01043,0.95478,0.42911,0.31519,0.31332,0.18501,1.34332,0.98945,0.94312,0.000205061,0.000205061,0.000205061
38,23616.6,1.37541,1.01578,0.95594,0.43597,0.31894,0.31826,0.1884,1.33544,0.97965,0.94227,0.000190924,0.000190924,0.000190924
39,24162.3,1.36863,1.00741,0.95128,0.42771,0.33295,0.32353,0.19238,1.32525,0.97678,0.9405,0.000176786,0.000176786,0.000176786
40,24707.3,1.35671,0.99497,0.94849,0.43921,0.32085,0.32134,0.18953,1.3338,0.97325,0.94174,0.000162649,0.000162649,0.000162649
41,25239.8,1.33604,0.98281,0.95083,0.43197,0.31991,0.31666,0.18842,1.33393,0.97976,0.94064,0.000148512,0.000148512,0.000148512
42,25772.3,1.32733,0.96597,0.94738,0.42676,0.32404,0.31774,0.18795,1.33529,0.9758,0.94,0.000134375,0.000134375,0.000134375
43,26304.4,1.31797,0.95792,0.94727,0.42462,0.32326,0.32078,0.19103,1.32874,0.97328,0.9393,0.000120238,0.000120238,0.000120238
44,26836.7,1.31692,0.95332,0.94579,0.41277,0.32988,0.32136,0.19084,1.32707,0.96707,0.93913,0.0001061,0.0001061,0.0001061
45,27369.4,1.31213,0.9493,0.94469,0.42842,0.33102,0.32279,0.19206,1.32571,0.96252,0.93784,9.19632e-05,9.19632e-05,9.19632e-05
46,27901.7,1.3104,0.94745,0.9422,0.43295,0.33112,0.324,0.19386,1.32001,0.96209,0.93727,7.7826e-05,7.7826e-05,7.7826e-05
47,28435.3,1.30221,0.93316,0.93883,0.43239,0.33223,0.32552,0.19378,1.31851,0.95735,0.93621,6.36888e-05,6.36888e-05,6.36888e-05
48,28967.6,1.29906,0.93183,0.93795,0.43426,0.33079,0.32619,0.19416,1.31693,0.95516,0.9362,4.95516e-05,4.95516e-05,4.95516e-05
49,29500.4,1.29033,0.92325,0.93956,0.44094,0.32863,0.32668,0.19457,1.31592,0.95356,0.93573,3.54144e-05,3.54144e-05,3.54144e-05
50,30033.2,1.29427,0.92271,0.9384,0.43813,0.3268,0.32688,0.19486,1.31491,0.95246,0.93514,2.12772e-05,2.12772e-05,2.12772e-05
